变更日期,证券代码,证券简称,变更前全称,变更后全称
2020-05-12,300466,赛摩智能,赛摩电气股份有限公司,赛摩智能科技集团股份有限公司
2020-05-12,002811,郑中设计,深圳市亚泰国际建设股份有限公司,深圳市郑中设计股份有限公司
2020-05-13,002057,中钢天源,中钢集团安徽天源科技股份有限公司,中钢天源股份有限公司
2020-05-18,300456,赛微电子,北京耐威科技股份有限公司,北京赛微电子股份有限公司
2020-05-20,000800,一汽解放,一汽轿车股份有限公司,一汽解放集团股份有限公司
2020-05-29,002323,*ST雅博,江苏雅百特科技股份有限公司,山东雅博科技股份有限公司
2020-06-12,300486,东杰智能,山西东杰智能物流装备股份有限公司,东杰智能科技集团股份有限公司
2020-06-22,002163,海南发展,中航三鑫股份有限公司,海控南海发展股份有限公司
2020-06-22,300763,锦浪科技,宁波锦浪新能源科技股份有限公司,锦浪科技股份有限公司
2020-06-23,002419,天虹股份,天虹商场股份有限公司,天虹数科商业股份有限公司
2020-06-23,002246,北化股份,四川北方硝化棉股份有限公司,北方化学工业股份有限公司
2020-06-29,000567,海德股份,海南海德实业股份有限公司,海南海德资本管理股份有限公司
2020-07-13,300040,九洲集团,哈尔滨九洲电气股份有限公司,哈尔滨九洲集团股份有限公司
2020-07-15,300345,华民股份,湖南红宇耐磨新材料股份有限公司,湖南华民控股集团股份有限公司
2020-07-22,300083,创世纪,广东劲胜智能集团股份有限公司,广东创世纪智能装备股份有限公司
2020-08-04,002642,荣联科技,北京荣之联科技股份有限公司,荣联科技集团股份有限公司
2020-08-04,002532,天山铝业,新界泵业集团股份有限公司,天山铝业集团股份有限公司
2020-08-07,300010,ST豆神,北京立思辰科技股份有限公司,豆神教育科技（北京）股份有限公司
2020-08-10,300469,信息发展,上海中信信息发展股份有限公司,上海信联信息发展股份有限公司
2020-08-11,300173,ST福能,松德智慧装备股份有限公司,福能东方装备科技股份有限公司
2020-08-12,000803,山高环能,四川金宇汽车城(集团)股份有限公司,北清环能集团股份有限公司
2020-08-20,300374,中铁装配,北京恒通创新赛木科技股份有限公司,中铁装配式建筑股份有限公司
2020-08-21,300818,耐普矿机,江西耐普矿机新材料股份有限公司,江西耐普矿机股份有限公司
2020-08-28,002213,大为股份,深圳市特尔佳科技股份有限公司,深圳市大为创新科技股份有限公司
2020-09-07,000893,亚钾国际,广州东凌国际投资股份有限公司,亚钾国际投资（广州）股份有限公司
2020-09-18,300423,昇辉科技,山东鲁亿通智能电气股份有限公司,昇辉智能科技股份有限公司
2020-09-22,300149,睿智医药,量子高科（中国）生物股份有限公司,睿智医药科技股份有限公司
2020-09-28,300116,*ST保力,陕西坚瑞沃能股份有限公司,保力新能源科技股份有限公司
2020-10-15,300300,海峡创新,汉鼎宇佑互联网股份有限公司,海峡创新互联网股份有限公司
2020-10-16,300864,南大环境,南京大学环境规划设计研究院股份公司,南京大学环境规划设计研究院集团股份公司
2020-10-19,300600,国瑞科技,常熟瑞特电气股份有限公司,常熟市国瑞科技股份有限公司
2020-10-20,002524,光正眼科,光正集团股份有限公司,光正眼科医院集团股份有限公司
2020-10-22,002684,猛狮退,广东猛狮新能源科技股份有限公司,猛狮新能源科技（河南）股份有限公司
2020-10-27,002765,蓝黛科技,重庆蓝黛动力传动机械股份有限公司,蓝黛科技集团股份有限公司
2020-10-28,300766,每日互动,浙江每日互动网络科技股份有限公司,每日互动股份有限公司
2020-11-05,000576,甘化科工,江门甘蔗化工厂(集团)股份有限公司,广东甘化科工股份有限公司
2020-11-06,002240,盛新锂能,广东威华股份有限公司,深圳盛新锂能集团股份有限公司
2020-11-17,300063,天龙集团,广东天龙油墨集团股份有限公司,广东天龙科技集团股份有限公司
2020-11-19,000885,城发环境,河南城发环境股份有限公司,城发环境股份有限公司
2020-11-19,000615,*ST美谷,京汉实业投资集团股份有限公司,奥园美谷科技股份有限公司
2020-11-20,002123,梦网科技,梦网荣信科技集团股份有限公司,梦网云科技集团股份有限公司
2020-11-26,300671,富满微,深圳市富满电子集团股份有限公司,富满微电子集团股份有限公司
2020-11-26,002212,天融信,南洋天融信科技集团股份有限公司,天融信科技集团股份有限公司
2020-11-27,000752,*ST西发,西藏银河科技发展股份有限公司,西藏发展股份有限公司
2020-12-01,002290,禾盛新材,苏州中科创新型材料股份有限公司,苏州禾盛新型材料股份有限公司
2020-12-01,000768,中航西飞,中航飞机股份有限公司,中航西安飞机工业集团股份有限公司
2020-12-01,000004,国华退,深圳中国农大科技股份有限公司,深圳国华网安科技股份有限公司
2020-12-02,300399,天利科技,北京无线天利移动信息技术股份有限公司,江西天利科技股份有限公司
2020-12-02,300192,科德教育,苏州科斯伍德油墨股份有限公司,苏州科德教育科技股份有限公司
2020-12-03,300432,富临精工,绵阳富临精工机械股份有限公司,绵阳富临精工股份有限公司
2020-12-14,002245,蔚蓝锂芯,江苏澳洋顺昌股份有限公司,江苏蔚蓝锂芯股份有限公司
2020-12-16,300338,*ST开元,长沙开元仪器股份有限公司,开元教育科技集团股份有限公司
2020-12-16,000983,山西焦煤,山西西山煤电股份有限公司,山西焦煤能源集团股份有限公司
2020-12-18,002046,国机精工,洛阳轴研科技股份有限公司,国机精工股份有限公司
2020-12-22,300083,创世纪,广东创世纪智能装备股份有限公司,广东创世纪智能装备集团股份有限公司
2020-12-22,000590,古汉医药,启迪古汉集团股份有限公司,启迪药业集团股份公司
2020-12-23,000767,晋控电力,山西漳泽电力股份有限公司,晋能控股山西电力股份有限公司
2020-12-31,002973,侨银股份,侨银环保科技股份有限公司,侨银城市管理股份有限公司
2021-01-04,002758,浙农股份,浙江华通医药股份有限公司,浙农集团股份有限公司
2021-01-04,002505,鹏都农牧,湖南大康国际农业食品股份有限公司,鹏都农牧股份有限公司
2021-01-04,002064,华峰化学,浙江华峰氨纶股份有限公司,华峰化学股份有限公司
2021-01-08,000927,中国铁物,天津一汽夏利汽车股份有限公司,中国铁路物资股份有限公司
2021-01-08,300483,首华燃气,上海沃施园艺股份有限公司,首华燃气科技（上海）股份有限公司
2021-01-08,300388,节能国祯,安徽国祯环保节能科技股份有限公司,中节能国祯环保科技股份有限公司
2021-01-11,000957,中通客车,中通客车控股股份有限公司,中通客车股份有限公司
2021-01-13,000836,ST富通,天津富通鑫茂科技股份有限公司,天津富通信息科技股份有限公司
2021-01-21,002335,科华数据,科华恒盛股份有限公司,科华数据股份有限公司
2021-01-26,300344,立方退,太空智造股份有限公司,立方数科股份有限公司
2021-01-26,002243,力合科创,深圳市通产丽星股份有限公司,深圳市力合科创股份有限公司
2021-02-08,300368,汇金股份,河北汇金机电股份有限公司,河北汇金集团股份有限公司
2021-02-18,300756,金马游乐,中山市金马科技娱乐设备股份有限公司,广东金马游乐股份有限公司
2021-02-19,002952,亚世光电,亚世光电股份有限公司,亚世光电（集团）股份有限公司
2021-02-22,002374,中锐股份,山东丽鹏股份有限公司,山东中锐产业发展股份有限公司
2021-02-24,002333,罗普斯金,苏州罗普斯金铝业股份有限公司,中亿丰罗普斯金铝业股份有限公司
2021-03-10,002137,实益达,深圳市麦达数字股份有限公司,深圳市实益达科技股份有限公司
2021-03-26,300154,瑞凌股份,深圳市瑞凌实业股份有限公司,深圳市瑞凌实业集团股份有限公司
2021-04-02,000403,派林生物,南方双林生物制药股份有限公司,派斯双林生物制药股份有限公司
2021-04-02,300740,水羊股份,御家汇股份有限公司,水羊集团股份有限公司
2021-04-20,000526,学大教育,厦门紫光学大股份有限公司,学大（厦门）教育科技集团股份有限公司
2021-04-27,300837,浙矿股份,浙江浙矿重工股份有限公司,浙矿重工股份有限公司
2021-04-28,300197,节能铁汉,深圳市铁汉生态环境股份有限公司,中节能铁汉生态环境股份有限公司
2021-04-28,000915,华特达因,山东山大华特科技股份有限公司,山东华特达因健康股份有限公司
2021-04-30,003000,劲仔食品,华文食品股份有限公司,劲仔食品集团股份有限公司
2021-05-17,300539,横河精密,宁波横河模具股份有限公司,宁波横河精密工业股份有限公司
2021-05-17,300257,开山股份,浙江开山压缩机股份有限公司,开山集团股份有限公司
2021-05-18,002469,三维化学,山东三维石化工程股份有限公司,山东三维化学集团股份有限公司
2021-05-20,000727,冠捷科技,南京华东电子信息科技股份有限公司,冠捷电子科技股份有限公司
2021-05-20,000409,云鼎科技,山东地矿股份有限公司,云鼎科技股份有限公司
2021-05-26,002312,川发龙蟒,成都三泰控股集团股份有限公司,四川发展龙蟒股份有限公司
2021-06-03,300428,立中集团,河北四通新型金属材料股份有限公司,立中四通轻合金集团股份有限公司
2021-06-04,002030,达安基因,中山大学达安基因股份有限公司,广州达安基因股份有限公司
2021-06-11,300171,东富龙,上海东富龙科技股份有限公司,东富龙科技集团股份有限公司
2021-06-16,300370,安控科技,北京安控科技股份有限公司,四川安控科技股份有限公司
2021-06-21,300418,昆仑万维,北京昆仑万维科技股份有限公司,昆仑万维科技股份有限公司
2021-06-28,002407,多氟多,多氟多化工股份有限公司,多氟多新材料股份有限公司
2021-06-30,002761,浙江建投,多喜爱集团股份有限公司,浙江省建设投资集团股份有限公司
2021-06-30,002778,中晟高科,江苏高科石化股份有限公司,江苏中晟高科环境股份有限公司
2021-07-01,002514,*ST宝馨,苏州宝馨科技实业股份有限公司,江苏宝馨科技股份有限公司
2021-07-07,002661,克明食品,克明面业股份有限公司,陈克明食品股份有限公司
2021-07-07,002601,龙佰集团,龙蟒佰利联集团股份有限公司,龙佰集团股份有限公司
2021-07-13,300256,星星科技,浙江星星科技股份有限公司,江西星星科技股份有限公司
2021-07-16,300398,飞凯材料,上海飞凯光电材料股份有限公司,上海飞凯材料科技股份有限公司
2021-07-16,002669,康达新材,上海康达化工新材料集团股份有限公司,康达新材料（集团）股份有限公司
2021-07-19,300268,佳沃食品,佳沃农业开发股份有限公司,佳沃食品股份有限公司
2021-07-21,300069,金利华电,浙江金利华电气股份有限公司,金利华电气股份有限公司
2021-08-02,002627,三峡旅游,湖北宜昌交运集团股份有限公司,湖北三峡旅游集团股份有限公司
2021-08-05,300655,晶瑞电材,苏州晶瑞化学股份有限公司,晶瑞电子材料股份有限公司
2021-08-10,002485,ST雪发,希努尔男装股份有限公司,雪松发展股份有限公司
2021-08-18,300318,博晖创新,北京博晖创新生物技术股份有限公司,北京博晖创新生物技术集团股份有限公司
2021-08-18,002487,大金重工,辽宁大金重工股份有限公司,大金重工股份有限公司
2021-08-19,300459,汤姆猫,浙江金科文化产业股份有限公司,浙江金科汤姆猫文化产业股份有限公司
2021-08-25,000966,长源电力,国电长源电力股份有限公司,国家能源集团长源电力股份有限公司
2021-08-27,301030,*ST仕净,苏州仕净环保科技股份有限公司,苏州仕净科技股份有限公司
2021-09-06,002898,赛隆退,珠海赛隆药业股份有限公司,赛隆药业集团股份有限公司
2021-09-13,002240,盛新锂能,深圳盛新锂能集团股份有限公司,盛新锂能集团股份有限公司
2021-09-15,002341,ST新纶,深圳市新纶科技股份有限公司,新纶新材料股份有限公司
2021-09-22,000920,沃顿科技,南方汇通股份有限公司,沃顿科技股份有限公司
2021-09-22,002968,新大正,重庆新大正物业集团股份有限公司,新大正物业集团股份有限公司
2021-10-08,300404,博济医药,广州博济医药生物技术股份有限公司,博济医药科技股份有限公司
2021-10-12,300020,ST银江,银江股份有限公司,银江技术股份有限公司
2021-10-14,300629,新劲刚,广东新劲刚新材料科技股份有限公司,广东新劲刚科技股份有限公司
2021-10-18,002388,新亚制程,深圳市新亚电子制程股份有限公司,新亚电子制程（广东）股份有限公司
2021-10-27,002648,卫星化学,浙江卫星石化股份有限公司,卫星化学股份有限公司
2021-11-04,300475,香农芯创,安徽聚隆传动科技股份有限公司,香农芯创科技股份有限公司
2021-11-09,002529,海源复材,福建海源复合材料科技股份有限公司,江西海源复合材料科技股份有限公司
2021-11-11,002201,九鼎新材,江苏九鼎新材料股份有限公司,江苏正威新材料股份有限公司
2021-11-18,002128,电投能源,内蒙古霍林河露天煤业股份有限公司,内蒙古电投能源股份有限公司
2021-11-24,300489,光智科技,哈尔滨中飞新技术股份有限公司,光智科技股份有限公司
2021-12-06,000408,藏格矿业,藏格控股股份有限公司,藏格矿业股份有限公司
2021-12-20,000691,亚太实业,海南亚太实业发展股份有限公司,甘肃亚太实业发展股份有限公司
2021-12-21,002726,ST龙大,山东龙大肉食品股份有限公司,山东龙大美食股份有限公司
2021-12-23,002781,奇信退,深圳市奇信集团股份有限公司,江西奇信集团股份有限公司
2021-12-24,300650,太龙股份,太龙（福建）商业照明股份有限公司,太龙电子股份有限公司
2021-12-30,300530,领湃科技,广东达志环保科技股份有限公司,湖南领湃达志科技股份有限公司
2021-12-31,300030,阳普医疗,广州阳普医疗科技股份有限公司,阳普医疗科技股份有限公司
2022-01-05,002810,山东赫达,山东赫达股份有限公司,山东赫达集团股份有限公司
2022-01-14,002760,凤形股份,安徽省凤形耐磨材料股份有限公司,凤形股份有限公司
2022-01-17,000859,国风新材,安徽国风塑业股份有限公司,安徽国风新材料股份有限公司
2022-01-18,002683,广东宏大,广东宏大爆破股份有限公司,广东宏大控股集团股份有限公司
2022-01-20,002798,帝欧水华,帝欧家居股份有限公司,帝欧家居集团股份有限公司
2022-01-21,002641,公元股份,永高股份有限公司,公元股份有限公司
2022-01-27,002646,天佑德酒,青海互助青稞酒股份有限公司,青海互助天佑德青稞酒股份有限公司
2022-02-07,002333,罗普斯金,中亿丰罗普斯金铝业股份有限公司,中亿丰罗普斯金材料科技股份有限公司
2022-02-07,002534,西子洁能,杭州锅炉集团股份有限公司,西子清洁能源装备制造股份有限公司
2022-02-08,000593,德龙汇能,四川大通燃气开发股份有限公司,德龙汇能集团股份有限公司
2022-02-18,002354,天娱数科,大连天神娱乐股份有限公司,天娱数字科技（大连）集团股份有限公司
2022-02-21,000935,四川双马,四川双马水泥股份有限公司,四川和谐双马股份有限公司
2022-02-24,000737,北方铜业,南风化工集团股份有限公司,北方铜业（山西）股份有限公司
2022-03-02,300355,蒙草生态,内蒙古蒙草生态环境（集团）股份有限公司,蒙草生态环境（集团）股份有限公司
2022-03-24,300294,博雅生物,博雅生物制药集团股份有限公司,华润博雅生物制药集团股份有限公司
2022-03-31,300540,蜀道装备,成都深冷液化设备股份有限公司,四川蜀道装备科技股份有限公司
2022-03-31,002555,三七互娱,芜湖三七互娱网络科技集团股份有限公司,三七互娱网络科技集团股份有限公司
2022-04-14,300093,金刚光伏,广东金刚玻璃科技股份有限公司,甘肃金刚玻璃科技股份有限公司
2022-04-22,002553,南方精工,江苏南方轴承股份有限公司,江苏南方精工股份有限公司
2022-04-26,300280,紫天退,江苏紫天传媒科技股份有限公司,福建紫天传媒科技股份有限公司
2022-04-26,002430,杭氧股份,杭州制氧机集团股份有限公司,杭氧集团股份有限公司
2022-04-26,000501,武商集团,武汉武商集团股份有限公司,武商集团股份有限公司
2022-04-27,000619,海螺新材,芜湖海螺型材科技股份有限公司,海螺（安徽）节能环保新材料股份有限公司
2022-05-05,002759,ST天际,广东天际电器股份有限公司,天际新能源科技股份有限公司
2022-05-06,002452,长高电气,湖南长高高压开关集团股份公司,长高电新科技股份公司
2022-05-12,000851,*ST高鸿,大唐高鸿数据网络技术股份有限公司,大唐高鸿网络股份有限公司
2022-05-13,000958,电投产融,国家电投集团东方新能源股份有限公司,国家电投集团产融控股股份有限公司
2022-05-18,000559,万向钱潮,万向钱潮股份有限公司,万向钱潮股份公司
2022-05-31,300592,华凯易佰,湖南华凯文化创意股份有限公司,华凯易佰科技股份有限公司
2022-06-01,300471,厚普股份,厚普清洁能源股份有限公司,厚普清洁能源（集团）股份有限公司
2022-06-01,300291,百纳千成,北京华录百纳影视股份有限公司,北京百纳千成影视股份有限公司
2022-06-02,000848,承德露露,河北承德露露股份有限公司,承德露露股份公司
2022-06-06,002544,普天科技,广州杰赛科技股份有限公司,中电科普天科技股份有限公司
2022-06-13,002858,力盛体育,上海力盛赛车文化股份有限公司,力盛云动（上海）体育科技股份有限公司
2022-06-20,002129,TCL中环,天津中环半导体股份有限公司,TCL中环新能源科技股份有限公司
2022-06-20,300779,惠城环保,青岛惠城环保科技股份有限公司,青岛惠城环保科技集团股份有限公司
2022-07-04,300071,福石控股,北京华谊嘉信整合营销顾问集团股份有限公司,北京福石控股发展股份有限公司
2022-07-07,301073,君亭酒店,浙江君亭酒店管理股份有限公司,君亭酒店集团股份有限公司
2022-07-12,002722,物产金轮,金轮蓝海股份有限公司,物产中大金轮蓝海股份有限公司
2022-07-15,002200,交投生态,云南云投生态环境科技股份有限公司,云南交投生态科技股份有限公司
2022-07-20,300072,海新能科,北京三聚环保新材料股份有限公司,北京海新能源科技股份有限公司
2022-07-28,300013,新宁物流,江苏新宁现代物流股份有限公司,河南新宁现代物流股份有限公司
2022-08-01,002723,小崧股份,广东金莱特电器股份有限公司,广东小崧科技股份有限公司
2022-08-16,000537,绿发电力,天津广宇发展股份有限公司,天津中绿电投资股份有限公司
2022-08-17,300152,*ST动力,雄安科融环境科技股份有限公司,雄安新动力科技股份有限公司
2022-08-30,002188,中天服务,巴士在线股份有限公司,中天服务股份有限公司
2022-08-31,000803,山高环能,北清环能集团股份有限公司,山高环能集团股份有限公司
2022-09-07,002316,亚联发展,深圳亚联发展科技股份有限公司,吉林亚联发展科技股份有限公司
2022-09-08,200771,杭汽轮Ｂ,杭州汽轮机股份有限公司,杭州汽轮动力集团股份有限公司
2022-09-13,000737,北方铜业,北方铜业（山西）股份有限公司,北方铜业股份有限公司
2022-09-13,002636,金安国纪,金安国纪科技股份有限公司,金安国纪集团股份有限公司
2022-09-13,300442,润泽科技,上海普丽盛包装股份有限公司,润泽智算科技集团股份有限公司
2022-09-14,301077,星华新材,杭州星华反光材料股份有限公司,浙江星华新材料集团股份有限公司
2022-09-20,002664,信质集团,长鹰信质科技股份有限公司,信质集团股份有限公司
2022-09-22,301058,中粮科工,中粮工程科技股份有限公司,中粮科工股份有限公司
2022-09-23,002865,钧达股份,海南钧达汽车饰件股份有限公司,海南钧达新能源科技股份有限公司
2022-09-26,002264,新 华 都,新华都购物广场股份有限公司,新华都科技股份有限公司
2022-09-26,002219,新里程,恒康医疗集团股份有限公司,新里程健康科技集团股份有限公司
2022-10-10,300093,金刚光伏,甘肃金刚玻璃科技股份有限公司,甘肃金刚光伏股份有限公司
2022-10-11,002460,赣锋锂业,江西赣锋锂业股份有限公司,江西赣锋锂业集团股份有限公司
2022-10-13,000831,中国稀土,五矿稀土股份有限公司,中国稀土集团资源科技股份有限公司
2022-10-18,301229,纽泰格,江苏纽泰格科技股份有限公司,江苏纽泰格科技集团股份有限公司
2022-10-24,300801,泰和科技,山东泰和水处理科技股份有限公司,山东泰和科技股份有限公司
2022-10-24,000717,中南股份,广东韶钢松山股份有限公司,广东中南钢铁股份有限公司
2022-11-01,002175,*ST东智,东方时代网络传媒股份有限公司,广西东方智造科技股份有限公司
2022-11-11,300209,行云科技,天泽信息产业股份有限公司,有棵树科技股份有限公司
2022-11-18,300415,伊之密,广东伊之密精密机械股份有限公司,伊之密股份有限公司
2022-12-01,002291,遥望科技,星期六股份有限公司,佛山遥望科技股份有限公司
2022-12-09,000987,越秀资本,广州越秀金融控股集团股份有限公司,广州越秀资本控股集团股份有限公司
2022-12-13,002622,皓宸医疗,融钰集团股份有限公司,皓宸医疗科技股份有限公司
2022-12-13,300117,*ST嘉寓,北京嘉寓门窗幕墙股份有限公司,嘉寓控股股份公司
2022-12-28,300432,富临精工,绵阳富临精工股份有限公司,富临精工股份有限公司
2023-01-03,300860,锋尚文化,北京锋尚世纪文化传媒股份有限公司,北京锋尚文化传媒集团股份有限公司
2023-01-11,002268,电科网安,成都卫士通信息产业股份有限公司,中电科网络安全科技股份有限公司
2023-01-12,000981,山子高科,银亿股份有限公司,山子高科技股份有限公司
2023-02-02,300786,国林科技,青岛国林环保科技股份有限公司,青岛国林科技集团股份有限公司
2023-02-27,002254,泰和新材,烟台泰和新材料股份有限公司,泰和新材集团股份有限公司
2023-03-01,002967,广电计量,广州广电计量检测股份有限公司,广电计量检测集团股份有限公司
2023-03-03,300391,长药退,康跃科技股份有限公司,长江医药控股股份有限公司
2023-03-13,300716,*ST泉为,广东国立科技股份有限公司,广东泉为科技股份有限公司
2023-03-20,300860,锋尚文化,北京锋尚文化传媒集团股份有限公司,锋尚文化集团股份有限公司
2023-03-21,300390,天华新能,苏州天华超净科技股份有限公司,苏州天华新能源科技股份有限公司
2023-03-31,002006,精工科技,浙江精功科技股份有限公司,浙江精工集成科技股份有限公司
2023-04-11,300364,中文在线,中文在线数字出版集团股份有限公司,中文在线集团股份有限公司
2023-04-11,002893,京能热力,北京华远意通热力科技股份有限公司,北京京能热力股份有限公司
2023-04-18,000552,甘肃能化,甘肃靖远煤电股份有限公司,甘肃能化股份有限公司
2023-04-26,002388,新亚制程,新亚电子制程（广东）股份有限公司,新亚制程（浙江）股份有限公司
2023-05-04,300401,花园生物,浙江花园生物高科股份有限公司,浙江花园生物医药股份有限公司
2023-05-25,300455,航天智装,北京康拓红外技术股份有限公司,北京航天神舟智能装备科技股份有限公司
2023-05-25,002096,易普力,湖南南岭民用爆破器材股份有限公司,易普力股份有限公司
2023-05-25,001210,金房能源,北京金房暖通节能技术股份有限公司,金房能源集团股份有限公司
2023-05-30,300530,领湃科技,湖南领湃达志科技股份有限公司,湖南领湃科技股份有限公司
2023-05-30,301089,拓新药业,新乡拓新药业股份有限公司,拓新药业集团股份有限公司
2023-06-05,002122,ST汇洲,天马轴承集团股份有限公司,汇洲智能技术集团股份有限公司
2023-06-07,002215,诺 普 信,深圳诺普信农化股份有限公司,深圳诺普信作物科学股份有限公司
2023-06-07,300847,中船汉光,中船重工汉光科技股份有限公司,中船汉光科技股份有限公司
2023-06-09,002366,融发核电,台海玛努尔核电设备股份有限公司,融发核电设备股份有限公司
2023-06-12,000426,兴业银锡,内蒙古兴业矿业股份有限公司,内蒙古兴业银锡矿业股份有限公司
2023-06-13,300621,维业股份,深圳市维业装饰集团股份有限公司,维业建设集团股份有限公司
2023-06-13,002667,*ST威领,鞍山重型矿山机器股份有限公司,威领新能源股份有限公司
2023-06-19,002076,星光股份,广东雪莱特光电科技股份有限公司,广东星光发展股份有限公司
2023-06-28,301277,新天地,河南新天地药业股份有限公司,新天地药业股份有限公司
2023-06-28,300053,航宇微,珠海欧比特宇航科技股份有限公司,珠海航宇微科技股份有限公司
2023-07-10,002202,金风科技,新疆金风科技股份有限公司,金风科技股份有限公司
2023-07-11,002671,龙泉股份,山东龙泉管道工程股份有限公司,山东龙泉管业股份有限公司
2023-07-21,002265,建设工业,云南西仪工业股份有限公司,建设工业集团（云南）股份有限公司
2023-07-28,300332,天壕能源,天壕环境股份有限公司,天壕能源股份有限公司
2023-07-31,300169,天晟新材,常州天晟新材料股份有限公司,常州天晟新材料集团股份有限公司
2023-08-07,002195,岩山科技,上海二三四五网络控股集团股份有限公司,上海岩山科技股份有限公司
2023-08-22,002610,ST爱康,江苏爱康科技股份有限公司,浙江爱康新能源科技股份有限公司
2023-09-04,300157,新锦动力,恒泰艾普集团股份有限公司,新锦动力集团股份有限公司
2023-09-05,000555,神州信息,神州数码信息服务股份有限公司,神州数码信息服务集团股份有限公司
2023-09-06,002152,广电运通,广州广电运通金融电子股份有限公司,广电运通集团股份有限公司
2023-09-06,000520,凤凰航运,长航凤凰股份有限公司,凤凰航运（武汉）股份有限公司
2023-09-08,300140,节能环境,中节能环保装备股份有限公司,中节能环境保护股份有限公司
2023-09-11,300051,琏升科技,厦门三五互联科技股份有限公司,琏升科技股份有限公司
2023-09-20,002182,宝武镁业,南京云海特种金属股份有限公司,宝武镁业科技股份有限公司
2023-09-25,002413,雷科防务,江苏雷科防务科技股份有限公司,北京雷科防务科技股份有限公司
2023-09-25,300972,万辰集团,福建万辰生物科技股份有限公司,福建万辰生物科技集团股份有限公司
2023-09-26,301349,信德新材,辽宁信德新材料科技股份有限公司,辽宁信德新材料科技（集团）股份有限公司
2023-10-10,002046,国机精工,国机精工股份有限公司,国机精工集团股份有限公司
2023-10-18,300645,正元智慧,浙江正元智慧科技股份有限公司,正元智慧集团股份有限公司
2023-10-19,000911,*ST广糖,南宁糖业股份有限公司,广西农投糖业集团股份有限公司
2023-10-19,300772,运达股份,浙江运达风电股份有限公司,运达能源科技集团股份有限公司
2023-10-23,300446,航天智造,保定乐凯新材料股份有限公司,航天智造科技股份有限公司
2023-10-30,300817,双飞集团,浙江双飞无油轴承股份有限公司,双飞无油轴承集团股份有限公司
2023-10-31,300518,新迅达,深圳市盛讯达科技股份有限公司,广西新迅达科技集团股份公司
2023-11-15,300422,博世科,广西博世科环保科技股份有限公司,安徽博世科环保科技股份有限公司
2023-11-21,300765,石药创新,石药集团新诺威制药股份有限公司,石药创新制药股份有限公司
2023-11-24,002890,弘宇股份,山东弘宇农机股份有限公司,山东弘宇精机股份有限公司
2023-11-30,300530,领湃科技,湖南领湃科技股份有限公司,湖南领湃科技集团股份有限公司
2023-12-01,002879,长缆科技,长缆电工科技股份有限公司,长缆科技集团股份有限公司
2023-12-13,000523,红棉股份,广州市浪奇实业股份有限公司,广州市红棉智汇科创股份有限公司
2023-12-26,002168,ST惠程,深圳市惠程信息科技股份有限公司,重庆惠程信息科技股份有限公司
2023-12-27,300477,ST合纵,北京合纵科技股份有限公司,合纵科技股份有限公司
2024-01-02,300469,信息发展,上海信联信息发展股份有限公司,交信（浙江）信息发展股份有限公司
2024-01-02,300188,国投智能,厦门市美亚柏科信息股份有限公司,国投智能（厦门）信息股份有限公司
2024-01-02,002775,文科股份,深圳文科园林股份有限公司,广东文科绿色科技股份有限公司
2024-01-30,300277,汽轮科技,深圳海联讯科技股份有限公司,杭州海联讯科技股份有限公司
2024-01-30,002986,宇新股份,湖南宇新能源科技股份有限公司,广东宇新能源科技股份有限公司
2024-01-31,301418,协昌科技,江苏协昌电子科技股份有限公司,江苏协昌电子科技集团股份有限公司
2024-02-05,300617,安靠智电,江苏安靠智能输电工程科技股份有限公司,江苏安靠智电股份有限公司
2024-02-07,002060,广东建工,广东水电二局股份有限公司,广东省建筑工程集团股份有限公司
2024-02-28,300478,杭州高新,杭州高新橡塑材料股份有限公司,杭州高新材料科技股份有限公司
2024-04-02,300420,五洋自控,江苏五洋停车产业集团股份有限公司,江苏五洋自控技术股份有限公司
2024-04-08,000755,山西高速,山西路桥股份有限公司,山西高速集团股份有限公司
2024-04-10,002716,湖南白银,郴州市金贵银业股份有限公司,湖南白银股份有限公司
2024-04-23,002102,ST能特,冠福控股股份有限公司,湖北能特科技股份有限公司
2024-04-25,000877,天山股份,新疆天山水泥股份有限公司,天山材料股份有限公司
2024-05-10,002668,TCL智家,广东奥马电器股份有限公司,广东TCL智慧家电股份有限公司
2024-05-10,001337,四川黄金,四川容大黄金股份有限公司,四川黄金股份有限公司
2024-05-14,300999,金龙鱼,益海嘉里金龙鱼粮油食品股份有限公司,益海嘉里金龙鱼食品集团股份有限公司
2024-05-22,300977,深圳瑞捷,深圳瑞捷工程咨询股份有限公司,深圳瑞捷技术股份有限公司
2024-05-23,000809,和展能源,铁岭新城投资控股(集团)股份有限公司,辽宁和展能源集团股份有限公司
2024-05-29,300323,华灿光电,华灿光电股份有限公司,京东方华灿光电股份有限公司
2024-06-05,301239,普瑞眼科,成都普瑞眼科医院股份有限公司,成都普瑞眼科医院集团股份有限公司
2024-06-07,002976,瑞玛精密,苏州瑞玛精密工业股份有限公司,苏州瑞玛精密工业集团股份有限公司
2024-06-13,300823,建科智能,建科机械（天津）股份有限公司,建科智能装备制造（天津）股份有限公司
2024-06-21,300890,翔丰华,深圳市翔丰华科技股份有限公司,上海市翔丰华科技股份有限公司
2024-06-26,000782,恒申新材,广东新会美达锦纶股份有限公司,广东恒申美达新材料股份公司
2024-07-02,300732,设研院,河南省交通规划设计研究院股份有限公司,河南省中工设计研究院集团股份有限公司
