sample_group,selection_ranker,selection_seed,strategy_id,policy_id,entry_year,trade_row_count,total_pnl,mean_trade_net_return,trade_win_rate,mean_holding_trading_days
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_2d,2022,507,9299.37308923394,0.0008527602453942795,0.47928994082840237,2.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_2d,2023,135,13889.990565634882,0.0047354538223751495,0.5333333333333333,2.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_3d,2022,405,-19725.862797829017,-0.002496158632432148,0.43703703703703706,3.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_3d,2023,150,6092.955101031725,0.0026898394276338366,0.42,3.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_5d,2022,245,-31687.06646590671,-0.007522879789029887,0.44081632653061226,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_5d,2023,90,-386.1447331333675,0.00018598677689559987,0.4666666666666667,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,protect_3pct_target6pct_3d,2022,712,-30047.410827805033,-0.002653988214991054,0.4452247191011236,1.7078651685393258
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,protect_3pct_target6pct_3d,2023,187,241.92991045098097,-0.00030034516185148164,0.4385026737967914,2.1390374331550803
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,fast_failure_2pct_target4pct_2d,2022,889,-30555.17276711585,-0.0016817549312617291,0.4398200224971879,1.188976377952756
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,fast_failure_2pct_target4pct_2d,2023,130,-840.156226134648,-0.0006053047838715075,0.4846153846153846,1.4153846153846155
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,momentum_trail_4pct_5d,2022,455,-15891.394567303381,-0.0015744189397858955,0.4835164835164835,2.668131868131868
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,momentum_trail_4pct_5d,2023,127,-1603.430458177775,-0.0008695954349894925,0.4881889763779528,3.4881889763779528
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,next_open_1d,2022,595,-23706.992280771432,-0.002486850169459226,0.3949579831932773,1.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,next_open_2d,2022,605,-37259.873941942846,-0.0036617935616258387,0.4231404958677686,2.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,next_open_2d,2023,225,-5050.785678216989,-0.0013290652782038817,0.4088888888888889,2.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,next_open_3d,2022,405,-32851.45031873393,-0.0034098507870272397,0.4419753086419753,3.0024691358024693
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,next_open_3d,2023,149,-7938.367954911224,-0.0076503680690472725,0.3825503355704698,3.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,next_open_5d,2022,245,524.1659953456146,0.001067628512986117,0.4857142857142857,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,next_open_5d,2023,90,-5476.626019142688,-0.003309925028289728,0.4888888888888889,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,protect_3pct_target6pct_3d,2022,719,-30403.321662179333,-0.002201280954504517,0.45897079276773295,1.6870653685674548
primary_development_2022_2023_partial,flow_quality,0,s1_touch_reclaim,protect_3pct_target6pct_3d,2023,172,-6161.274988432287,-0.002007179151215563,0.47674418604651164,2.116279069767442
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,fast_failure_2pct_target4pct_2d,2022,693,-28871.38689687194,-0.0023963829184900773,0.45454545454545453,1.1746031746031746
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,fast_failure_2pct_target4pct_2d,2023,194,-4609.393287497402,-0.0016859165763864993,0.4793814432989691,1.3453608247422681
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,momentum_trail_4pct_5d,2022,418,-18909.915858246786,-0.001976496564410069,0.47129186602870815,2.5095693779904304
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,momentum_trail_4pct_5d,2023,93,-5512.909825127556,-0.005212850882427194,0.4946236559139785,3.5268817204301075
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,next_open_1d,2022,754,-34267.407322035,-0.002555995860487166,0.4350132625994695,1.0
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,next_open_1d,2023,178,-3330.247876998381,-0.0015913138140401936,0.449438202247191,1.0
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,next_open_2d,2022,395,-16402.987723581813,-0.001742645101137301,0.4177215189873418,2.0
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,next_open_2d,2023,132,740.1900400097802,0.00021764412879711684,0.4621212121212121,2.0
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,next_open_3d,2022,403,-686.1799371948728,0.0005463997390712031,0.4640198511166253,3.0148883374689825
primary_development_2022_2023_partial,flow_quality,0,s2_first_touch_reclaim,next_open_3d,2023,150,-9204.380531158888,-0.0032566055035209446,0.4066666666666667,3.0
