sample_group,strategy_id,ma_period,horizon,event_observed_count,event_mean,event_median,event_win_rate,event_profit_factor,daily_date_count,daily_mean,daily_median,positive_date_fraction,daily_bh_q_value,author_id,hypothesis_id,author_label,is_control
primary_development_2022_2023_partial,s0_distance_only,40,2d,704200,-0.0022099224001565,-0.0030162529300139,0.4454302754899176,0.8503782417797955,331,-0.0026473110974098,-0.0006619625992275,0.486404833836858,0.02231977467481,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,40,30m,705322,-0.0026890917156885,-0.0030162529300138,0.2759548121283612,0.4229535606424439,331,-0.0027444157050659,-0.0026063893134862,0.0302114803625377,9.530010473215322e-100,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,40,3d,704113,-0.0022156437636449,-0.0036422368649677,0.4524543645693233,0.8747197408164485,331,-0.0025109388192938,-0.0013419138495202,0.4803625377643504,0.0891013482343869,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,40,5d,703878,-0.0026089051326979,-0.0047902453625228,0.4555661634544622,0.8849881767491472,331,-0.0021779097185459,0.0002775529105195,0.5105740181268882,0.2500954319958927,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,40,5m,705362,-0.0028252579513355,-0.0030162529300138,0.1643893490151156,0.1951043147757606,331,-0.0028278496666442,-0.0028279332230575,0.0,1.389727466609358e-256,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,40,60m,705129,-0.0026953841390592,-0.0030162529300138,0.3271358857740924,0.5290035599728726,331,-0.0028065082974942,-0.0027127576333681,0.1601208459214501,1.8261989636343288e-48,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,15m,562773,-0.002700750074293,-0.0030162529300138,0.2352227274584957,0.3403762528135459,331,-0.0026781605386767,-0.002624736209794,0.0030211480362537,7.1389240133181605e-152,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,1d,561993,-0.0022417947028871,-0.0030162529300138,0.4328078819487075,0.8037474309833407,331,-0.0024818751251641,-0.0014411464324611,0.4712990936555891,0.0026487638762044,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,2d,561858,-0.0021448635679285,-0.0030162529300139,0.4483677370438794,0.8560675846512087,331,-0.002364089603166,-0.0006151684513472,0.4773413897280967,0.0395571597168979,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,30m,562758,-0.0026353915897199,-0.0030162529300138,0.2779720590378102,0.4363405118718828,331,-0.002643372047963,-0.0025477331625722,0.0362537764350453,1.4658767559109517e-96,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,3d,561751,-0.0022180423313423,-0.0037294029636834,0.4537544214429524,0.8758212645457095,331,-0.0021634083426591,-0.0007893831171457,0.4924471299093655,0.1294758109624061,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,5d,561582,-0.0027801997581681,-0.0050142163509957,0.4551285475674078,0.8794379036121577,331,-0.0019162664192266,0.0011293322966464,0.5226586102719033,0.2897492314561211,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,5m,562788,-0.0028020731404499,-0.0030162529300138,0.1674378273879329,0.2024896569912544,331,-0.0027888469473623,-0.0027958839770946,0.0,1.5237183815874e-252,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,60,60m,562623,-0.0025933871262131,-0.0030162529300138,0.3305659384703434,0.5472392358180278,331,-0.0026525203000143,-0.0026337176121485,0.1631419939577039,1.0650816046487661e-45,,,rule_or_control,False
