sample_group,signal_year,strategy_id,ma_period,signal_count,net_return_5m_mean,net_return_5m_median,net_return_5m_win_rate,net_return_15m_mean,net_return_15m_median,net_return_15m_win_rate,net_return_30m_mean,net_return_30m_median,net_return_30m_win_rate,net_return_60m_mean,net_return_60m_median,net_return_60m_win_rate,net_return_1d_mean,net_return_1d_median,net_return_1d_win_rate,net_return_2d_mean,net_return_2d_median,net_return_2d_win_rate,net_return_3d_mean,net_return_3d_median,net_return_3d_win_rate,net_return_5d_mean,net_return_5d_median,net_return_5d_win_rate
primary_development_2022_2023_partial,2022,fu_r3_core_pullback,120,16199,-0.0026953521334721663,-0.0030162529300139518,0.2524229890733996,-0.0025587759066751934,-0.0033623076842901334,0.2994011976047904,-0.002426919683066892,-0.0037641794051905264,0.3257192245956291,-0.0019801316845171205,-0.003657885332624067,0.3638216403162055,0.0011088763138348058,-0.0021311622451797296,0.4714727722772277,0.002400644533621667,-0.0014987738629360647,0.4825386996904025,0.00364927067073068,2.963394684762921e-05,0.5004954787563484,0.0032270013293176896,-0.00019991466145474757,0.49866815337917364
primary_development_2022_2023_partial,2022,fu_r3_core_pullback,240,11712,-0.002818091158849607,-0.0030162529300139518,0.2505122950819672,-0.0027300456095147407,-0.0031684649880294735,0.2936304644808743,-0.0024653876578047303,-0.0035769890340995314,0.327698087431694,-0.002015805507904195,-0.0030162529300139518,0.36194380391152103,0.0020051089615195743,-0.001614014342257608,0.4746705459524217,0.0032320324542913616,-0.0012763161986524274,0.48479136320795135,0.004596556771021005,-2.005665701115822e-05,0.49974301867397636,0.004793003359155836,-0.0007808380771279211,0.4948586118251928
primary_development_2022_2023_partial,2022,ht_r3_core_pullback,10,83082,-0.0030213576343180695,-0.0030162529300139518,0.1952070870596165,-0.003013611246972529,-0.0033723185539674683,0.26010809249250694,-0.0028838591966417627,-0.0036747626704826675,0.3025808936825886,-0.0029186155422289317,-0.004115463235493333,0.33287183068069637,-0.0025146793272453954,-0.004843904162039336,0.43039135260338757,-0.0034872512493298894,-0.006445259798698366,0.427840586879668,-0.003733890226044141,-0.007879588281574645,0.4260085899044494,-0.00390503769425815,-0.008045174731123428,0.441391212000531
primary_development_2022_2023_partial,2022,ht_r3_core_pullback,20,65292,-0.002988620420214165,-0.0030162529300139518,0.19405133860197268,-0.0029393451792392817,-0.003016252930014063,0.26020095576522484,-0.00278740829561163,-0.003576986196082488,0.30232665002220965,-0.0027218018868418927,-0.0039840104379204044,0.333920583369079,-0.0019376827872206869,-0.004448700842470621,0.43593522142911967,-0.0025244776838288193,-0.0058325911985731005,0.4350535719767906,-0.0025611040631976136,-0.006697423688425963,0.43676220008289457,-0.0035443119733670745,-0.007590447143296264,0.4464529802951882
primary_development_2022_2023_partial,2022,ht_r3_core_pullback,40,47467,-0.002953131119081926,-0.0030162529300139518,0.19704215560283986,-0.002846112137354057,-0.0030162529300139518,0.26151350440315174,-0.0027317792646073054,-0.0033647295264562227,0.3026504297994269,-0.0026220697028685644,-0.0038307821351362126,0.33609372695282047,-0.0017776343240108274,-0.004083687348718279,0.4385605740818911,-0.002467314808630311,-0.00545386600353448,0.43953051444976887,-0.0024602099200101315,-0.005819065423629088,0.4451106232055396,-0.003170636581427185,-0.006187032679895621,0.4555595461939873
primary_development_2022_2023_partial,2022,ht_r3_core_pullback,60,39190,-0.002971345940047599,-0.0030162529300138408,0.1945649400357234,-0.002856212631730077,-0.0030162529300139518,0.26139321255422304,-0.0027231301886179535,-0.003414568450217481,0.3009416388087886,-0.0027122668490772747,-0.0038720329704171608,0.32987112415465103,-0.001811971035426835,-0.004261704692700208,0.4379056574845403,-0.0022237556648181506,-0.005097638623270506,0.4467970847717683,-0.002489694276930405,-0.005309928543636322,0.45151639134659644,-0.0032035913296871695,-0.005732829897507119,0.459257553662343
primary_development_2022_2023_partial,2022,ht_r3_core_pullback,120,27402,-0.00293723082891439,-0.0030162529300138408,0.19870812349463543,-0.0027946514863893823,-0.0030162529300139518,0.26725301996277506,-0.002680233390504274,-0.0030162529300139518,0.3017628380597832,-0.0026925850231687386,-0.003831450324365604,0.3312404176096956,-0.001559819287629388,-0.003959473125917323,0.4374405850091408,-0.0018342484402376895,-0.004796581049781534,0.4471961078391923,-0.0018858921683681436,-0.005309927194745434,0.4496504264431348,-0.003233101806299322,-0.006216851054470673,0.4531650201244054
primary_development_2022_2023_partial,2022,ht_r3_core_pullback,240,20696,-0.00295957157641687,-0.0030162529300138408,0.19491689215307306,-0.0027961901067395855,-0.0030162529300139518,0.2609683030537302,-0.00259719204470983,-0.0030162529300139518,0.3015558562040974,-0.002524538122851473,-0.0036533032476301353,0.3322862803846711,-0.000888969719453896,-0.0035465634337744634,0.4404917477372828,-0.0010806684970266326,-0.004601282734576717,0.44639829482148913,-0.0006963136620591992,-0.004569190883248142,0.45297365362262687,-0.0011254293652350946,-0.0055143331346312885,0.4578488372093023
primary_development_2022_2023_partial,2022,ng_r1_auction_reclaim,10,232545,-0.002980379498514006,-0.0030162529300138408,0.1682943086284375,-0.0029004304612691395,-0.0030162529300138408,0.23590528696878735,-0.002822973798506956,-0.0030162529300139518,0.2810481408530659,-0.0024802808047963503,-0.0030162529300139518,0.3381137756748037,-0.0006116247803653153,-0.002161939522070555,0.46075339692058487,-0.0001776902511299944,-0.0030162529300137297,0.46467997828316343,0.00037669586461007735,-0.0030162529300137297,0.47241040492320424,0.0006873867107477154,-0.002026690898182415,0.482438706840433
primary_development_2022_2023_partial,2022,ng_r1_auction_reclaim,20,160818,-0.0029757997208270685,-0.0030162529300138408,0.17260205826570904,-0.0028877222776957697,-0.0030162529300138408,0.23960872593403312,-0.0028147969216576097,-0.0030162529300139518,0.2842670215677007,-0.002337544866793384,-0.0030162529300138408,0.3420476457050445,-3.0353780027546934e-05,-0.0016634934360247322,0.46672978932811743,0.0005134105220054991,-0.0016883060759306234,0.47590121241573524,0.001620819945908156,-0.0007606335927515806,0.4917487224230338,0.0016488370629363113,-0.0006704088192610591,0.4936858770584789
primary_development_2022_2023_partial,2022,ng_r1_auction_reclaim,40,107742,-0.0029001305017523475,-0.0030162529300138408,0.17987581329298966,-0.0027686877475540735,-0.0030162529300138408,0.2442893342120163,-0.0026124329684626326,-0.0030162529300138408,0.29105017914493103,-0.002202988198818634,-0.0030162529300138408,0.3460306555383287,0.00017325302966083596,-0.0014387470011056336,0.47239885467797116,0.001169887839242609,-0.000956369155075687,0.4864070536370316,0.002291367467861178,0.00023125113210342718,0.5026834463450252,0.002893990875526456,0.00029323668681580095,0.5026930984120487
primary_development_2022_2023_partial,2022,ng_r1_auction_reclaim,60,84997,-0.002912786242646935,-0.0030162529300138408,0.18141816770003646,-0.0027438545247074884,-0.0030162529300138408,0.24615565621507146,-0.0025686309537152285,-0.0030162529300138408,0.2915887190709823,-0.002093760602217142,-0.0030162529300138408,0.3439482200647249,0.00042245733173749484,-0.0015010800621263476,0.47068807015062586,0.0014581616702076092,-0.0009732534483131161,0.486094573405798,0.002264075974641377,0.00011497743138710881,0.5014564881535032,0.00270341882091408,-0.00017997986624551654,0.4982959704713499
primary_development_2022_2023_partial,2022,ng_r1_auction_reclaim,120,54344,-0.0028463946333050463,-0.0030162529300138408,0.19065582216988075,-0.002705502769812353,-0.0030162529300138408,0.2543152625961503,-0.002564631438875396,-0.0030162529300138408,0.2967904597151165,-0.002080824757962049,-0.0030162529300138408,0.34780207643030703,0.00017641608009887584,-0.001890353723836502,0.46672321906061554,0.0007226703328782764,-0.0019296221430165073,0.47510377271469423,0.0017087118650647715,-0.0009173397782876735,0.4900289630490527,0.0020449796566784843,-0.00036587470373439235,0.4968645099413479
primary_development_2022_2023_partial,2022,ng_r1_auction_reclaim,240,40081,-0.003001527898443724,-0.0030162529300138408,0.1817070432374442,-0.0028717611183518487,-0.0030162529300139518,0.2437874251497006,-0.002643686963123252,-0.0030162529300139518,0.2909431137724551,-0.0021909010736390257,-0.0030162529300139518,0.34417188630748885,0.0005711570602738868,-0.0018085192984836351,0.46746789265903754,0.0014682118415067517,-0.0020378586738116766,0.47366184154603863,0.0023598564109960983,-0.0013683459100634066,0.4833804366855914,0.002862232192744352,-0.0012406793990804577,0.48832091231931174
primary_development_2022_2023_partial,2022,ng_r3_volume_quality,10,573580,-0.0030376196474073687,-0.0030162529300138408,0.1373119235664348,-0.0030317405978388264,-0.0030162529300138408,0.21205036065299376,-0.003010630649720548,-0.0030162529300139518,0.26474044883084275,-0.0030698386026239005,-0.003493278646314879,0.3208050389942943,-0.0028419769420526962,-0.0039827907361891235,0.4250230151506946,-0.003098988308099296,-0.0048526159292660576,0.4342324144486692,-0.0033181278769114303,-0.005424426232115143,0.43833373523871433,-0.0034680316930510487,-0.00568436286864904,0.4512425123272395
primary_development_2022_2023_partial,2022,ng_r3_volume_quality,20,384865,-0.0030338383405508584,-0.0030162529300138408,0.13930072910008368,-0.003007746992782465,-0.0030162529300138408,0.2171104430141279,-0.0029850296500675624,-0.0030162529300139518,0.267566872227463,-0.0030028691170988944,-0.003380248456509083,0.32093781357068957,-0.002544769759067691,-0.003585307580167729,0.42899056296778393,-0.002678534917435244,-0.004247097062199223,0.44268202505806264,-0.00274653684258912,-0.004592636443811471,0.4490287975837109,-0.002940081583580025,-0.004852318762554986,0.45835623217471705
primary_development_2022_2023_partial,2022,ng_r3_volume_quality,40,259026,-0.00299920046652568,-0.0030162529300138408,0.14604824263388722,-0.0029443688747309827,-0.0030162529300138408,0.22341008771929824,-0.002918411740989517,-0.0030162529300139518,0.27318359608783455,-0.0029309706953910193,-0.0030162529300139518,0.3265705744675921,-0.0024203739099897346,-0.0030162529300139518,0.43455592556923445,-0.002473041180156685,-0.003536192338023436,0.4490611436485033,-0.002540232115044088,-0.004248156122940494,0.45432811339440454,-0.0028971912312189107,-0.004963486811009776,0.459245556118875
primary_development_2022_2023_partial,2022,ng_r3_volume_quality,60,208486,-0.0029844497206361403,-0.0030162529300138408,0.14726042181301893,-0.002920227437940064,-0.0030162529300138408,0.22551060543558554,-0.0028474705881436496,-0.0030162529300138408,0.27576331758328737,-0.0028023472453695356,-0.0030162529300139518,0.3287048143634427,-0.0022661470202879736,-0.0030162529300138408,0.43879482645962253,-0.0022092617773815542,-0.0030162529300139518,0.4551453025955989,-0.002372448797335877,-0.0037533944333967284,0.458231985771283,-0.0028494211556007658,-0.004982690300960546,0.46073051674802223
primary_development_2022_2023_partial,2022,ng_r3_volume_quality,120,137744,-0.0029827565231452286,-0.0030162529300138408,0.15317656795626639,-0.0029473729798629505,-0.0030162529300138408,0.23149022056367888,-0.0029134263379079657,-0.0030162529300139518,0.2792843814212173,-0.0029331478537165975,-0.003246025630421534,0.3294841347655257,-0.0028294748435877173,-0.003990107686081157,0.42989192884467137,-0.0029981287250662103,-0.004467466535647002,0.4432229101941924,-0.0031499954316525592,-0.0049455881606274565,0.44707997321610526,-0.0037974973952021674,-0.0059032715026103855,0.4533518678903356
primary_development_2022_2023_partial,2022,ng_r3_volume_quality,240,103316,-0.0030159194660857457,-0.0030162529300138408,0.15176739324015642,-0.0029771675961208083,-0.0030162529300138408,0.22740076080959434,-0.0029587452457370727,-0.0030162529300139518,0.27607403535265534,-0.0029932234277707135,-0.003016252930014063,0.3264325967813777,-0.002964301292091139,-0.004329513691974707,0.4218350011636025,-0.0030148238662972087,-0.004850629649553739,0.43667012599051436,-0.0028184562116542796,-0.005122556621006691,0.44375345628826174,-0.002683336248109408,-0.005999003280954485,0.45156219677857556
primary_development_2022_2023_partial,2022,s0_distance_only,10,1082491,-0.0028750708193029397,-0.0030162529300138408,0.16700816453977235,-0.002851336054501015,-0.0030162529300138408,0.2326639925059448,-0.0028305115469203987,-0.0030162529300138408,0.2760748779104251,-0.002875524846185554,-0.0030162529300139518,0.32922497950598095,-0.002794781124690383,-0.003813202368119162,0.42644418199118106,-0.0030277148495738665,-0.004700347097361779,0.434802492108016,-0.0032496357211841153,-0.005164924798699011,0.43954751835035666,-0.0033348444884660137,-0.005531771215303849,0.4514027675649244
primary_development_2022_2023_partial,2022,s0_distance_only,20,740333,-0.0028285495864851895,-0.0030162529300138408,0.17215072238251153,-0.0027624206236539096,-0.0030162529300138408,0.2400647290282406,-0.0027279359118523466,-0.0030162529300138408,0.2820029286374271,-0.0027527331762877165,-0.0030162529300139518,0.3327112932038625,-0.002518589026793571,-0.003016252930014063,0.4299085655055014,-0.0026201598172938675,-0.004060032840073058,0.44314004666598095,-0.0027034576203578326,-0.00428791587270505,0.4504409758316008,-0.0030065265975258563,-0.004650652515374443,0.4590226525912176
primary_development_2022_2023_partial,2022,s0_distance_only,40,499139,-0.0027973799303405516,-0.0030162529300138408,0.17683557186818824,-0.0027142618668894746,-0.0030162529300138408,0.24523319622782888,-0.0026495375557741407,-0.0030162529300138408,0.28876604628703895,-0.002649848607361274,-0.0030162529300138408,0.33919434328696235,-0.0023730763223085644,-0.0030162529300138408,0.43594560313408154,-0.002455202185424756,-0.0030162529300139518,0.4491207505283927,-0.00256777743021947,-0.0038301172133363703,0.4552814519350636,-0.0030203808703697446,-0.004819116848766125,0.45918785395830825
primary_development_2022_2023_partial,2022,s0_distance_only,60,401099,-0.0027809677142799295,-0.0030162529300138408,0.17867997018177648,-0.002690721438229614,-0.0030162529300138408,0.2465624664972936,-0.0025853624639432023,-0.0030162529300138408,0.29019864016136554,-0.002519618240870991,-0.0030162529300138408,0.3421676771253925,-0.002247600289200347,-0.0030162529300138408,0.43844759393539884,-0.0022741366445944897,-0.0030162529300139518,0.4527495035531854,-0.0024088384935433294,-0.0037070680882410056,0.4570397797398652,-0.003153308984429008,-0.005178907478972761,0.4580386197657621
primary_development_2022_2023_partial,2022,s0_distance_only,120,263812,-0.002826377165358878,-0.0030162529300138408,0.1852758782769548,-0.002779707557932433,-0.0030162529300138408,0.24974413403585913,-0.0027180041108021244,-0.0030162529300138408,0.2917134192570129,-0.0026891148877149617,-0.0030162529300139518,0.3413530812516115,-0.0027976902103799043,-0.0037168739750382818,0.43066244954835575,-0.002953749561646578,-0.004362500454605511,0.4431825088124468,-0.003175550287506299,-0.004869382571407621,0.4466143359751974,-0.003740077123577182,-0.005789262938468043,0.4536749954404523
primary_development_2022_2023_partial,2022,s0_distance_only,240,198988,-0.0028713689251323106,-0.0030162529300138408,0.18137274609524193,-0.0028509261897559706,-0.0030162529300138408,0.24598336558032013,-0.002808886718590729,-0.0030162529300138408,0.2870884574599074,-0.0028057776061592944,-0.0030162529300139518,0.3356743196979675,-0.003094289140540029,-0.00441258871022393,0.418476345807283,-0.0032184572694246754,-0.004925726340044789,0.43336320702468106,-0.003020491228414198,-0.005151121767422717,0.4409182712405627,-0.002869486478851791,-0.0059834664629601075,0.4483069545330902
primary_development_2022_2023_partial,2022,s0_liquidity_matched,10,11654032,-0.0028922427652720776,-0.0030162529300138408,0.16760506577632017,-0.0028182531554799507,-0.0030162529300138408,0.24043279285998875,-0.0027553391570016663,-0.0030162529300138408,0.286671098323042,-0.0026769457644647983,-0.0030162529300139518,0.33651058408744894,-0.0025457624484786067,-0.0036576062571737067,0.431449375133389,-0.0026242721405499744,-0.004685000135450035,0.43852336359864846,-0.002688982383455584,-0.005146560081872864,0.4438276166103955,-0.002785509681551779,-0.005622746386405919,0.45275243818749866
primary_development_2022_2023_partial,2022,s0_liquidity_matched,20,8345755,-0.002889439276853641,-0.0030162529300138408,0.16947712225643577,-0.002802276105838795,-0.0030162529300138408,0.24257982646498805,-0.0027529784011551886,-0.0030162529300138408,0.28842549335338896,-0.0026443401638854168,-0.0030162529300139518,0.3376171954787502,-0.0023863183168475913,-0.0030162529300139518,0.4341726974600546,-0.002359107905447671,-0.004286295919912142,0.44338931554392014,-0.0023454851309033854,-0.00468101393534881,0.44876046805610187,-0.0026459368912448047,-0.005256665844777686,0.4557105661644954
primary_development_2022_2023_partial,2022,s0_liquidity_matched,40,6025766,-0.002886018969384837,-0.0030162529300138408,0.171266361196809,-0.0027953157172596896,-0.0030162529300138408,0.24396368376897487,-0.0027085306540994766,-0.0030162529300138408,0.2900340815880088,-0.002606157712644265,-0.0030162529300139518,0.3385456581189543,-0.0023541800367108236,-0.0030162529300139518,0.4360814728128216,-0.002410339708874273,-0.004099930915959504,0.44553119595556795,-0.002604954722096458,-0.004726345120528164,0.44832596281425624,-0.0031610922632289316,-0.005667805448816732,0.45158044662155306
primary_development_2022_2023_partial,2022,s0_liquidity_matched,60,5072558,-0.0028966284939424157,-0.0030162529300138408,0.17212968513953963,-0.002819599568346755,-0.0030162529300138408,0.24448298853284894,-0.00273840181525767,-0.0030162529300138408,0.2903749607657887,-0.002628961860784851,-0.0030162529300139518,0.3393532419253847,-0.002405575225043454,-0.0030162529300139518,0.43521967976721837,-0.002419864162460326,-0.004121965033973329,0.44482649753770687,-0.0026048560615051105,-0.004787094399054559,0.44708511965533476,-0.003147094977999116,-0.0057279041006487175,0.4513776385169513
primary_development_2022_2023_partial,2022,s0_liquidity_matched,120,3722165,-0.002888880720410415,-0.0030162529300138408,0.17416046996594972,-0.0028242732317365184,-0.0030162529300138408,0.24545304332757029,-0.0027544032825254907,-0.0030162529300138408,0.29073334517380367,-0.0026602274229633764,-0.0030162529300139518,0.33895021113013685,-0.002789757913363486,-0.003693091862172815,0.43157536544091163,-0.0029341500011853057,-0.0046479775569697734,0.43966286465420823,-0.003053746194440631,-0.005160303998981708,0.44395217034969986,-0.003476177109123067,-0.005975759414822535,0.4495449220607142
primary_development_2022_2023_partial,2022,s0_liquidity_matched,240,3112961,-0.0028928971518234797,-0.0030162529300138408,0.17430755595303835,-0.002815302453113563,-0.0030162529300138408,0.2459026873590713,-0.002753249898941683,-0.0030162529300138408,0.2909317139743603,-0.0026671104968727087,-0.0030162529300139518,0.33904209408994956,-0.0027143122295269955,-0.0036516791550424976,0.43091496357237,-0.0026471557633592343,-0.004374541413760258,0.4421062357383112,-0.0025646690057524305,-0.004750137707526747,0.4475770576148583,-0.0025282567262754005,-0.00504676972649043,0.45660905038609273
primary_development_2022_2023_partial,2022,s0_random_matched,10,2837495,-0.003001068280230533,-0.0030162529300138408,0.13547246562939555,-0.0030093192403896586,-0.0030162529300138408,0.21847822485649251,-0.003014139584069872,-0.0030162529300138408,0.2738619651063266,-0.003023403281013422,-0.0030162529300139518,0.32382852774537696,-0.0030542056668337657,-0.003920136653558504,0.42720443926925256,-0.0030173059651862517,-0.004703196664480713,0.4382771999677852,-0.002991780924218276,-0.005119594168558228,0.4445675863684363,-0.002910027959868582,-0.005740252238948251,0.4523277756967071
primary_development_2022_2023_partial,2022,s0_random_matched,20,2836937,-0.0030020367624130134,-0.0030162529300138408,0.1349440680869784,-0.003004971195811329,-0.0030162529300138408,0.21895169535144435,-0.0030106893077145543,-0.0030162529300138408,0.27392775230368643,-0.0030333977361860385,-0.0030162529300139518,0.32382723834432986,-0.0030632924729479013,-0.0039217785858448595,0.427055305635477,-0.003029138463186861,-0.004720498651500926,0.4384364947437408,-0.0030066951164368053,-0.005104177007647592,0.4447655702843913,-0.0029302987204607774,-0.005729133874421866,0.4523476767119802
primary_development_2022_2023_partial,2022,s0_random_matched,40,2835503,-0.0029998521546963667,-0.0030162529300138408,0.13509163100436836,-0.003007351398182256,-0.0030162529300138408,0.21880194825464447,-0.0030189355307343947,-0.0030162529300138408,0.2738203795767516,-0.0030369257072934783,-0.0030162529300139518,0.3234959423320326,-0.003065501855694051,-0.003930078546026505,0.42707009475932717,-0.0030334407469783703,-0.004714692022126266,0.4382979174656814,-0.0030146396296771975,-0.005119594168558117,0.44462816695957386,-0.0029436255440350636,-0.005732829897506897,0.4524069364129143
primary_development_2022_2023_partial,2022,s0_random_matched,60,2834000,-0.0029947208906821103,-0.0030162529300138408,0.13539279652494257,-0.0029994037083245204,-0.0030162529300138408,0.2191058877336148,-0.003006119645564853,-0.0030162529300138408,0.2742112925854356,-0.003029270797943278,-0.0030162529300139518,0.32392905787313425,-0.003057891049775568,-0.003906947165037811,0.42714815067580064,-0.0030280685258752987,-0.004707011121766191,0.43847559267652975,-0.0030063476632141285,-0.00510417700764737,0.4446676457812471,-0.0029376929563688695,-0.005710803597770653,0.4524344052465188
primary_development_2022_2023_partial,2022,s0_random_matched,120,2829632,-0.002998595031512847,-0.0030162529300138408,0.1351039485425999,-0.0030031755628753087,-0.0030162529300138408,0.21867586474052836,-0.0030136121783144692,-0.0030162529300138408,0.27377080820606503,-0.00302883784618645,-0.0030162529300139518,0.3239090402496047,-0.0030508391606990613,-0.003904038991518588,0.4271949393035876,-0.003015247862903108,-0.004697507140924317,0.4385969013665441,-0.002989724332069786,-0.0051119573477032,0.444743645018771,-0.0029094445953656086,-0.005705957283619778,0.45268787902090396
primary_development_2022_2023_partial,2022,s0_random_matched,240,2817447,-0.0029986910902412233,-0.0030162529300138408,0.1351030653758974,-0.003005960190119428,-0.0030162529300138408,0.2186773082713226,-0.0030142804704681313,-0.0030162529300138408,0.2738624389717431,-0.00303013780466659,-0.0030162529300139518,0.32353605451163464,-0.0030517190852322198,-0.003914436485932815,0.42699622517222896,-0.003015708170860997,-0.00470689166732291,0.4384765944609903,-0.0029913840245387835,-0.005086115380678158,0.4447910321585326,-0.0029143082479437723,-0.005671336144580819,0.4527936854910148
primary_development_2022_2023_partial,2022,s0_strong_no_ma,10,1221187,-0.0030382625139753878,-0.0030162529300138408,0.19187371486267712,-0.003023902954168281,-0.0030162529300139518,0.24600303820688468,-0.003043118606644535,-0.0030162529300139518,0.2790341707587933,-0.0027956353870161998,-0.003748252744309011,0.3301065525823804,-0.002352917122867471,-0.0040859779805179075,0.42878772709293145,-0.0022763541591449524,-0.004764324958774657,0.4377227295335053,-0.0020630277994963695,-0.005124040978787825,0.44428947979763567,-0.002285499982092689,-0.0054071012443301925,0.4540440316076357
