sample_group,trade_date,outcome_path,outcome_rows,schema_match,normalized_complete,event_rows,path_rows,reference_rows,path_id_unique,event_orphan_path_count,reference_orphan_path_count,normalized_row_parity
primary_development_2022_2023_partial,2023-03-24,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-24\outcomes.parquet,414089,True,True,414089,157878,414089,1,0,0,True
primary_development_2022_2023_partial,2023-03-27,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-27\outcomes.parquet,393172,True,True,393172,152353,393172,1,0,0,True
primary_development_2022_2023_partial,2023-03-28,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-28\outcomes.parquet,389400,True,True,389400,151413,389400,1,0,0,True
primary_development_2022_2023_partial,2023-03-29,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-29\outcomes.parquet,349833,True,True,349833,142618,349833,1,0,0,True
primary_development_2022_2023_partial,2023-03-30,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-30\outcomes.parquet,357657,True,True,357657,144023,357657,1,0,0,True
primary_development_2022_2023_partial,2023-03-31,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-31\outcomes.parquet,462435,True,True,462435,162533,462435,1,0,0,True
primary_development_2022_2023_partial,2023-04-03,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-03\outcomes.parquet,463715,True,True,463715,165823,463715,1,0,0,True
primary_development_2022_2023_partial,2023-04-04,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-04\outcomes.parquet,360651,True,True,360651,148674,360651,1,0,0,True
primary_development_2022_2023_partial,2023-04-06,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-06\outcomes.parquet,326049,True,True,326049,137805,326049,1,0,0,True
primary_development_2022_2023_partial,2023-04-07,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-07\outcomes.parquet,433659,True,True,433659,155804,433659,1,0,0,True
primary_development_2022_2023_partial,2023-04-10,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-10\outcomes.parquet,357752,True,True,357752,145695,357752,1,0,0,True
primary_development_2022_2023_partial,2023-04-11,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-11\outcomes.parquet,360223,True,True,360223,144543,360223,1,0,0,True
primary_development_2022_2023_partial,2023-04-12,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-12\outcomes.parquet,421119,True,True,421119,154435,421119,1,0,0,True
primary_development_2022_2023_partial,2023-04-13,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-13\outcomes.parquet,396287,True,True,396287,156828,396287,1,0,0,True
primary_development_2022_2023_partial,2023-04-14,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-14\outcomes.parquet,452213,True,True,452213,161652,452213,1,0,0,True
primary_development_2022_2023_partial,2023-04-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-17\outcomes.parquet,439548,True,True,439548,161390,439548,1,0,0,True
primary_development_2022_2023_partial,2023-04-18,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-18\outcomes.parquet,385895,True,True,385895,153576,385895,1,0,0,True
primary_development_2022_2023_partial,2023-04-19,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-19\outcomes.parquet,365170,True,True,365170,147386,365170,1,0,0,True
primary_development_2022_2023_partial,2023-04-20,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-20\outcomes.parquet,305138,True,True,305138,132241,305138,1,0,0,True
primary_development_2022_2023_partial,2023-04-21,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-21\outcomes.parquet,308728,True,True,308728,131372,308728,1,0,0,True
primary_development_2022_2023_partial,2023-04-24,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-24\outcomes.parquet,273719,True,True,273719,122601,273719,1,0,0,True
primary_development_2022_2023_partial,2023-04-25,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-25\outcomes.parquet,252041,True,True,252041,116206,252041,1,0,0,True
primary_development_2022_2023_partial,2023-04-26,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-26\outcomes.parquet,425283,True,True,425283,156367,425283,1,0,0,True
primary_development_2022_2023_partial,2023-04-27,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-27\outcomes.parquet,406201,True,True,406201,162531,406201,1,0,0,True
primary_development_2022_2023_partial,2023-04-28,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-04-28\outcomes.parquet,420919,True,True,420919,153004,420919,1,0,0,True
primary_development_2022_2023_partial,2023-05-04,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-04\outcomes.parquet,351033,True,True,351033,140441,351033,1,0,0,True
primary_development_2022_2023_partial,2023-05-05,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-05\outcomes.parquet,328547,True,True,328547,141365,328547,1,0,0,True
primary_development_2022_2023_partial,2023-05-08,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-08\outcomes.parquet,386814,True,True,386814,146509,386814,1,0,0,True
primary_development_2022_2023_partial,2023-05-09,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-09\outcomes.parquet,351891,True,True,351891,146794,351891,1,0,0,True
primary_development_2022_2023_partial,2023-05-10,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-10\outcomes.parquet,425681,True,True,425681,157834,425681,1,0,0,True
primary_development_2022_2023_partial,2023-05-11,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-11\outcomes.parquet,426637,True,True,426637,156446,426637,1,0,0,True
primary_development_2022_2023_partial,2023-05-12,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-12\outcomes.parquet,389454,True,True,389454,153742,389454,1,0,0,True
primary_development_2022_2023_partial,2023-05-15,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-15\outcomes.parquet,474807,True,True,474807,166255,474807,1,0,0,True
primary_development_2022_2023_partial,2023-05-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-16\outcomes.parquet,373646,True,True,373646,154150,373646,1,0,0,True
primary_development_2022_2023_partial,2023-05-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-17\outcomes.parquet,477991,True,True,477991,168088,477991,1,0,0,True
primary_development_2022_2023_partial,2023-05-18,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-05-18\outcomes.parquet,426598,True,True,426598,158853,426598,1,0,0,True
supplemental_2023_09_legacy,2023-09-01,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-01\outcomes.parquet,435662,True,True,435662,160282,435662,1,0,0,True
supplemental_2023_09_legacy,2023-09-04,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-04\outcomes.parquet,430782,True,True,430782,153118,430782,1,0,0,True
supplemental_2023_09_legacy,2023-09-05,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-05\outcomes.parquet,364442,True,True,364442,149290,364442,1,0,0,True
supplemental_2023_09_legacy,2023-09-06,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-06\outcomes.parquet,424324,True,True,424324,157291,424324,1,0,0,True
supplemental_2023_09_legacy,2023-09-07,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-07\outcomes.parquet,376069,True,True,376069,148669,376069,1,0,0,True
supplemental_2023_09_legacy,2023-09-08,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-08\outcomes.parquet,405785,True,True,405785,153044,405785,1,0,0,True
supplemental_2023_09_legacy,2023-09-11,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-11\outcomes.parquet,515178,True,True,515178,170476,515178,1,0,0,True
supplemental_2023_09_legacy,2023-09-12,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-12\outcomes.parquet,442123,True,True,442123,165918,442123,1,0,0,True
supplemental_2023_09_legacy,2023-09-13,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-13\outcomes.parquet,432790,True,True,432790,158126,432790,1,0,0,True
supplemental_2023_09_legacy,2023-09-14,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-14\outcomes.parquet,385598,True,True,385598,147647,385598,1,0,0,True
supplemental_2023_09_legacy,2023-09-15,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-15\outcomes.parquet,460506,True,True,460506,161646,460506,1,0,0,True
supplemental_2023_09_legacy,2023-09-18,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-18\outcomes.parquet,584606,True,True,584606,182697,584606,1,0,0,True
supplemental_2023_09_legacy,2023-09-19,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-19\outcomes.parquet,421247,True,True,421247,155334,421247,1,0,0,True
supplemental_2023_09_legacy,2023-09-20,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-20\outcomes.parquet,404439,True,True,404439,151818,404439,1,0,0,True
supplemental_2023_09_legacy,2023-09-21,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-21\outcomes.parquet,362133,True,True,362133,137717,362133,1,0,0,True
supplemental_2023_09_legacy,2023-09-22,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-22\outcomes.parquet,545461,True,True,545461,176907,545461,1,0,0,True
supplemental_2023_09_legacy,2023-09-25,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-25\outcomes.parquet,452853,True,True,452853,162563,452853,1,0,0,True
supplemental_2023_09_legacy,2023-09-26,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-26\outcomes.parquet,402638,True,True,402638,151354,402638,1,0,0,True
supplemental_2023_09_legacy,2023-09-27,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-27\outcomes.parquet,522391,True,True,522391,172445,522391,1,0,0,True
supplemental_2023_09_legacy,2023-09-28,H:\quant_project\runs\minute_ma_month_2023_09\outcomes\date=2023-09-28\outcomes.parquet,495102,True,True,495102,163664,495102,1,0,0,True
