top_k,slot_count,policy_name,mean_year_rank,worst_year_rank,positive_year_count,worst_year_return,mean_year_return,annualized_log_growth,signal_period_total_return,signal_period_maximum_drawdown
2,48,fixed_d20,678.0,971.0,6,0.03059634501330044,0.12164813932452319,0.11655415571652078,0.9600333615873966,-0.1058266903248467
3,48,fixed_d13,682.0,930.0,6,0.008957925823529056,0.12293061422332911,0.1163994510901711,0.9582833727914823,-0.11208784663007187
2,48,fixed_d18,681.1666666666666,970.0,6,0.02689659227135932,0.11966104931142096,0.11461623499785391,0.9382244251477336,-0.10124364953275777
2,48,fixed_d19,677.1666666666666,989.0,6,0.03572319352949438,0.11871813097436364,0.11434197853169957,0.9351576666158881,-0.09965756056230035
3,48,fixed_d12,678.0,928.0,6,0.010953212304314786,0.11996382603547744,0.11413449330891338,0.9328407742064215,-0.09476610738226698
2,48,fixed_d17,690.6666666666666,963.0,6,0.02746131305712529,0.11508049917963747,0.1106742820234368,0.8946085051217636,-0.10085530707063783
2,48,model_plan,674.0,967.0,6,0.011418237752221616,0.11066807611298435,0.10735918405354593,0.858689146570526,-0.1512654156197527
2,48,fixed_d14,685.5,984.0,6,0.011463601029756632,0.1111924351464183,0.10684228090253192,0.8531501578559391,-0.07760180867862776
2,48,fixed_d15,700.8333333333334,959.0,6,0.0025998452934061778,0.10686717062849989,0.10292415983577068,0.8116979406237328,-0.08583784019007523
3,24,fixed_d4,711.8333333333334,914.0,6,0.03001971366573586,0.1026639986782671,0.10010269329128679,0.7824233730021961,-0.12930704892128875
3,48,fixed_d11,719.8333333333334,922.0,6,0.018060699532931546,0.10401275808027081,0.09988758020989177,0.780210938265052,-0.10523191961163525
2,48,fixed_d13,718.8333333333334,985.0,6,0.0184687162087791,0.09829237290120407,0.09503270485314404,0.7310025275394811,-0.07608649920289379
2,48,fixed_d12,707.3333333333334,978.0,6,0.0177207526511578,0.09796484945380424,0.09463911735396867,0.7270732918753537,-0.06044796628207927
2,48,fixed_d11,735.1666666666666,977.0,6,0.018510920325111035,0.0919533713561838,0.08888707083645757,0.6706570900541384,-0.06212290905210438
3,48,fixed_d10,748.8333333333334,935.0,6,0.005445611930202876,0.09249140005025687,0.08854225954985849,0.6673343298341887,-0.10569681622433302
2,48,rolling_path,711.8333333333334,951.0,6,0.01833427971124113,0.08978484809340148,0.08674336234152231,0.6501062035265064,-0.0859472591338486
3,48,fixed_d9,743.6666666666666,939.0,6,0.01776456998369369,0.08787912860734655,0.08493969368091292,0.6330111017204092,-0.08622738309688494
2,24,fixed_d6,738.5,973.0,6,0.00424539859214601,0.08552545402716501,0.0821791291443604,0.6071889167765574,-0.10282889702174935
3,48,fixed_d8,747.5,955.0,6,0.019353224184996964,0.08431645595976094,0.0820808007721203,0.6062767275133474,-0.07975228271022705
3,48,fixed_d7,743.6666666666666,964.0,6,0.022684137459892062,0.07928534052407898,0.07759529821917155,0.5652107381017217,-0.07248806688157194
2,48,fixed_d10,762.8333333333334,981.0,6,0.013640863573616047,0.07919453242500112,0.07640887756488797,0.5545254232331767,-0.08590541097693793
3,48,fixed_d6,747.5,958.0,6,0.03515829369043222,0.0726321478608309,0.07179104623417092,0.5136255908870941,-0.07350666356078972
2,48,fixed_d9,774.3333333333334,982.0,6,0.016819683181271916,0.06729704339919063,0.06567128368698386,0.4610764859716905,-0.0785157856324522
3,48,fixed_d5,770.3333333333334,966.0,6,0.013556522143297833,0.06468663129761527,0.0642817859451924,0.44940160913172034,-0.06641801848413131
1,48,model_plan,773.8333333333334,982.0,6,0.00217624914344694,0.06282402822580817,0.0625324811388044,0.4348361121761708,-0.11255010245159969
1,48,fixed_d13,802.6666666666666,1013.0,6,0.0006816475100501762,0.05347929520912087,0.05318575588998717,0.3594557337668758,-0.04071692286895656
3,48,fixed_d4,784.5,997.0,6,0.020965804325399073,0.0518756807789608,0.05220126635854187,0.35175016163671846,-0.06465745213162866
2,48,fixed_d6,804.3333333333334,996.0,6,0.002829893381516957,0.042871490963049284,0.04284871308001553,0.28069168087451235,-0.04831633611587394
1,48,fixed_d9,820.8333333333334,1021.0,6,8.373144954565426e-05,0.03867411841943139,0.03854790622400563,0.24928110276067938,-0.04676712278853712
1,1,fixed_d14,202.83333333333334,1008.0,5,-0.3091176660283854,1.7661875972434327,0.7448381938615636,72.74062418290801,-0.5022101333274129
1,1,fixed_d42,282.6666666666667,834.0,5,-0.03206684935673343,0.931518659267989,0.5828447195256772,27.940279888662804,-0.4276690882561427
1,1,fixed_d27,403.3333333333333,974.0,5,-0.292007853397658,1.2816518536585184,0.5782097811381669,27.176072957381063,-0.5646436797830385
2,2,fixed_d14,344.0,732.0,5,-0.09133567070333337,1.0361441540563046,0.5627722785673612,24.773322406890667,-0.39080289648391686
2,2,fixed_d27,316.5,874.0,5,-0.18417576943036584,0.9475272195005701,0.5421398543629137,21.87883515956218,-0.45639445282961444
1,1,fixed_d11,289.1666666666667,1032.0,5,-0.4541656486412877,0.9043326112972346,0.5312163737617913,20.480427206838055,-0.6299308870428879
